sep=,,
WOODMECH_1_SWORD_NAME,Деревянный меч,Wooden Sword [WOOD]
IRONMECH_3_MACE_REINFORCED_MYTHICAL_NAME,Мифическая усиленная железная булава.,Мифическая усиленная железная булава.
IRONMECH_3_MACE_REINFORCED_MYTHICAL_DESCRIPTION,"Булава стала значительно эффективнее при замене шипов. Это уже не шутки./n{{damage}} урона.  Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой.","Булава стала значительно эффективнее при замене шипов. Это уже не шутки./n{{damage}} урона.  Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой."
IRONMECH_3_MACE_REINFORCED_MAGNIFICENT_NAME,Великолепная усиленная железная булава.,Великолепная усиленная железная булава.
IRONMECH_3_MACE_REINFORCED_MAGNIFICENT_DESCRIPTION,"Булава стала значительно эффективнее при замене шипов. Это уже не шутки./n{{damage}} урона.  Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой./nШанс крита {{critical_chance}}%","Булава стала значительно эффективнее при замене шипов. Это уже не шутки./n{{damage}} урона.  Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой./nШанс крита {{critical_chance}}%"
IRONMECH_4_MACE_ACID_NAME,Кислотный “Дробитель”,Кислотный “Дробитель”
IRONMECH_4_MACE_ACID_DESCRIPTION,"Это отличный вариант, для того, чтобы сокрушать врагов используя кислотный тип урона./n{{acid_effect_chance}}% шанс отравить противника. /nНаносит {{damage}} урона.  Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой./nШанс крита {{critical_chance}}%","Это отличный вариант, для того, чтобы сокрушать врагов используя кислотный тип урона./n{{acid_effect_chance}}% шанс отравить противника. /nНаносит {{damage}} урона.  Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой./nШанс крита {{critical_chance}}%"
IRONMECH_4_MACE_ACID_UNCOMMON_NAME,Улучшенный кислотный “Дробитель”,Улучшенный кислотный “Дробитель”
IRONMECH_4_MACE_ACID_UNCOMMON_DESCRIPTION,"Это отличный вариант, для того, чтобы сокрушать врагов используя кислотный тип урона./n{{acid_effect_chance}}% шанс отравить противника. /nНаносит {{damage}} урона.  Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой./nШанс крита {{critical_chance}}%","Это отличный вариант, для того, чтобы сокрушать врагов используя кислотный тип урона./n{{acid_effect_chance}}% шанс отравить противника. /nНаносит {{damage}} урона.  Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой./nШанс крита {{critical_chance}}%"
IRONMECH_4_MACE_ACID_EXCELLENT_NAME,Превосходный кислотный “Дробитель”,Превосходный кислотный “Дробитель”
IRONMECH_4_MACE_ACID_EXCELLENT_DESCRIPTION,"Это отличный вариант, для того, чтобы сокрушать врагов используя кислотный тип урона./n{{acid_effect_chance}}% шанс отравить противника. /nНаносит {{damage}} урона.  Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой./nШанс крита {{critical_chance}}%","Это отличный вариант, для того, чтобы сокрушать врагов используя кислотный тип урона./n{{acid_effect_chance}}% шанс отравить противника. /nНаносит {{damage}} урона.  Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой./nШанс крита {{critical_chance}}%"
IRONMECH_4_MACE_ACID_MYTHICAL_NAME,Мифический кислотный “Дробитель”,Мифический кислотный “Дробитель”
IRONMECH_4_MACE_ACID_MYTHICAL_DESCRIPTION,"Это отличный вариант, для того, чтобы сокрушать врагов используя кислотный тип урона./n{{acid_effect_chance}}% шанс отравить противника. /nНаносит {{damage}} урона.  Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой./nШанс крита {{critical_chance}}%","Это отличный вариант, для того, чтобы сокрушать врагов используя кислотный тип урона./n{{acid_effect_chance}}% шанс отравить противника. /nНаносит {{damage}} урона.  Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой./nШанс крита {{critical_chance}}%"
IRONMECH_4_MACE_ACID_MAGNIFICENT_NAME,Великолепный кислотный “Дробитель”,Великолепный кислотный “Дробитель”
IRONMECH_4_MACE_ACID_MAGNIFICENT_DESCRIPTION,"Это отличный вариант, для того, чтобы сокрушать врагов используя кислотный тип урона./n{{acid_effect_chance}}% шанс отравить противника. /nНаносит {{damage}} урона.  Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой./nШанс крита {{critical_chance}}%","Это отличный вариант, для того, чтобы сокрушать врагов используя кислотный тип урона./n{{acid_effect_chance}}% шанс отравить противника. /nНаносит {{damage}} урона.  Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой./nШанс крита {{critical_chance}}%"
IRONMECH_5_MACE_REINFORCED2_NAME,Особая булава,Особая булава
IRONMECH_5_MACE_REINFORCED2_DESCRIPTION,"Тяжелое, но очень эффективное оружие. /nНаносит {{damage}} урона.  Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой.","Тяжелое, но очень эффективное оружие. /nНаносит {{damage}} урона.  Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой."
IRONMECH_5_MACE_REINFORCED2_UNCOMMON_NAME,Улучшенная особая булава,Улучшенная особая булава
IRONMECH_5_MACE_REINFORCED2_UNCOMMON_DESCRIPTION,"Тяжелое, но очень эффективное оружие. /nНаносит {{damage}} урона.  Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой.","Тяжелое, но очень эффективное оружие. /nНаносит {{damage}} урона.  Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой."
IRONMECH_5_MACE_REINFORCED2_EXCELLENT_NAME,Превосходная особая булава,Превосходная особая булава
IRONMECH_5_MACE_REINFORCED2_EXCELLENT_DESCRIPTION,"Тяжелое, но очень эффективное оружие. /nНаносит {{damage}} урона.  Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой./nШанс крита {{critical_chance}}%","Тяжелое, но очень эффективное оружие. /nНаносит {{damage}} урона.  Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой./nШанс крита {{critical_chance}}%"
IRONMECH_5_MACE_REINFORCED2_MYTHICAL_NAME,Мифическая особая булава,Мифическая особая булава
IRONMECH_5_MACE_REINFORCED2_MYTHICAL_DESCRIPTION,"Тяжелое, но очень эффективное оружие. /nНаносит {{damage}} урона.  Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой.","Тяжелое, но очень эффективное оружие. /nНаносит {{damage}} урона.  Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой."
IRONMECH_5_MACE_REINFORCED2_MAGNIFICENT_NAME,Великолепная особая булава,Великолепная особая булава
IRONMECH_5_MACE_REINFORCED2_MAGNIFICENT_DESCRIPTION,"Тяжелое, но очень эффективное оружие. /nНаносит {{damage}} урона.  Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой.","Тяжелое, но очень эффективное оружие. /nНаносит {{damage}} урона.  Есть {{stun_chance}}% шанс оглушить противника обычной атакой, и 60% оглушения при нанесении урона сильной атакой."
IRONMECH_2_CROSSBOW_FIRE_NAME,Огненный гарпун,Огненный гарпун
IRONMECH_2_CROSSBOW_FIRE_DESCRIPTION,"Поджаривает врага до хрустящей корочки, нанося /n{{damage}} огненного урона. Шанс поджечь противников {{burning_chance}}%/nШанс крита {{critical_chance}}%","Поджаривает врага до хрустящей корочки, нанося /n{{damage}} огненного урона. Шанс поджечь противников {{burning_chance}}%/nШанс крита {{critical_chance}}%"
IRONMECH_2_CROSSBOW_FIRE_UNCOMMON_NAME,Улучшенный огненный гарпун,Улучшенный огненный гарпун
IRONMECH_2_CROSSBOW_FIRE_UNCOMMON_DESCRIPTION,"Поджаривает врага до хрустящей корочки, нанося /n{{damage}} огненного урона. Шанс поджечь противников {{burning_chance}}%/nШанс крита {{critical_chance}}%","Поджаривает врага до хрустящей корочки, нанося /n{{damage}} огненного урона. Шанс поджечь противников {{burning_chance}}%/nШанс крита {{critical_chance}}%"
IRONMECH_2_CROSSBOW_FIRE_EXCELLENT_NAME,Превосходный огненный гарпун,Превосходный огненный гарпун
IRONMECH_2_CROSSBOW_FIRE_EXCELLENT_DESCRIPTION,"Поджаривает врага до хрустящей корочки, нанося /n{{damage}} огненного урона. Шанс поджечь противников {{burning_chance}}%/nШанс крита {{critical_chance}}%","Поджаривает врага до хрустящей корочки, нанося /n{{damage}} огненного урона. Шанс поджечь противников {{burning_chance}}%/nШанс крита {{critical_chance}}%"
IRONMECH_2_CROSSBOW_FIRE_MYTHICAL_NAME,Мифический огненный гарпун,Мифический огненный гарпун
IRONMECH_2_CROSSBOW_FIRE_MYTHICAL_DESCRIPTION,"Поджаривает врага до хрустящей корочки, нанося /n{{damage}} огненного урона. Шанс поджечь противников {{burning_chance}}%/nШанс крита {{critical_chance}}%","Поджаривает врага до хрустящей корочки, нанося /n{{damage}} огненного урона. Шанс поджечь противников {{burning_chance}}%/nШанс крита {{critical_chance}}%"
IRONMECH_2_CROSSBOW_FIRE_MAGNIFICENT_NAME,Великолепный огненный гарпун,Великолепный огненный гарпун
IRONMECH_2_CROSSBOW_FIRE_MAGNIFICENT_DESCRIPTION,"Поджаривает врага до хрустящей корочки, нанося /n{{damage}} огненного урона. Шанс поджечь противников {{burning_chance}}%/nШанс крита {{critical_chance}}%","Поджаривает врага до хрустящей корочки, нанося /n{{damage}} огненного урона. Шанс поджечь противников {{burning_chance}}%/nШанс крита {{critical_chance}}%"
IRONMECH_3_CROSSBOW_ELECTRIC_NAME,Электрический гарпун,Электрический гарпун
IRONMECH_3_CROSSBOW_ELECTRIC_DESCRIPTION,{{damage}} урона электричеством/nШанс крита {{critical_chance}}%,{{damage}} урона электричеством/nШанс крита {{critical_chance}}%
IRONMECH_3_CROSSBOW_ELECTRIC_UNCOMMON_NAME,Улучшенный электрический гарпун,Улучшенный электрический гарпун
IRONMECH_3_CROSSBOW_ELECTRIC_UNCOMMON_DESCRIPTION,{{damage}} урона электричеством/nШанс крита {{critical_chance}}%,{{damage}} урона электричеством/nШанс крита {{critical_chance}}%
IRONMECH_3_CROSSBOW_ELECTRIC_EXCELLENT_NAME,Превосходный электрический гарпун,Превосходный электрический гарпун
IRONMECH_3_CROSSBOW_ELECTRIC_EXCELLENT_DESCRIPTION,{{damage}} урона электричеством/nШанс крита {{critical_chance}}%,{{damage}} урона электричеством/nШанс крита {{critical_chance}}%
IRONMECH_3_CROSSBOW_ELECTRIC_MYTHICAL_NAME,Мифический электрический гарпун,Мифический электрический гарпун
IRONMECH_3_CROSSBOW_ELECTRIC_MYTHICAL_DESCRIPTION,{{damage}} урона электричеством/nШанс крита {{critical_chance}}%,{{damage}} урона электричеством/nШанс крита {{critical_chance}}%
IRONMECH_3_CROSSBOW_ELECTRIC_MAGNIFICENT_NAME,Великолепный электрический гарпун,Великолепный электрический гарпун
IRONMECH_3_CROSSBOW_ELECTRIC_MAGNIFICENT_DESCRIPTION,{{damage}} урона электричеством/nШанс крита {{critical_chance}}%,{{damage}} урона электричеством/nШанс крита {{critical_chance}}%
IRONMECH_4_CROSSBOW_COLD_NAME,Морозный гарпун,Морозный гарпун
IRONMECH_4_CROSSBOW_COLD_DESCRIPTION,{{damage}} урона холодом/nШанс крита {{critical_chance}}%,{{damage}} урона холодом/nШанс крита {{critical_chance}}%
IRONMECH_4_CROSSBOW_COLD_UNCOMMON_NAME,Улучшенный морозный гарпун,Улучшенный морозный гарпун
IRONMECH_4_CROSSBOW_COLD_UNCOMMON_DESCRIPTION,{{damage}} урона холодом/nШанс крита {{critical_chance}}%,{{damage}} урона холодом/nШанс крита {{critical_chance}}%
IRONMECH_4_CROSSBOW_COLD_EXCELLENT_NAME,Превосходный морозный гарпун,Превосходный морозный гарпун
IRONMECH_4_CROSSBOW_COLD_EXCELLENT_DESCRIPTION,{{damage}} урона холодом/nШанс крита {{critical_chance}}%,{{damage}} урона холодом/nШанс крита {{critical_chance}}%
IRONMECH_4_CROSSBOW_COLD_MYTHICAL_NAME,Мифический морозный гарпун,Мифический морозный гарпун
IRONMECH_4_CROSSBOW_COLD_MYTHICAL_DESCRIPTION,{{damage}} урона холодом/nШанс крита {{critical_chance}}%,{{damage}} урона холодом/nШанс крита {{critical_chance}}%
IRONMECH_4_CROSSBOW_COLD_MAGNIFICENT_NAME,Великолепный морозный гарпун,Великолепный морозный гарпун
IRONMECH_4_CROSSBOW_COLD_MAGNIFICENT_DESCRIPTION,{{damage}} урона холодом/nШанс крита {{critical_chance}}%,{{damage}} урона холодом/nШанс крита {{critical_chance}}%
IRONMECH_5_CROSSBOW_REINFORCED_NAME,Усиленный гарпун,Усиленный гарпун
IRONMECH_5_CROSSBOW_REINFORCED_DESCRIPTION,{{damage}} урона/nШанс крита {{critical_chance}}%,{{damage}} урона/nШанс крита {{critical_chance}}%
IRONMECH_5_CROSSBOW_REINFORCED_UNCOMMON_NAME,Улучшенный усиленный гарпун,Улучшенный усиленный гарпун
IRONMECH_5_CROSSBOW_REINFORCED_UNCOMMON_DESCRIPTION,{{damage}} урона/nШанс крита {{critical_chance}}%,{{damage}} урона/nШанс крита {{critical_chance}}%
IRONMECH_5_CROSSBOW_REINFORCED_EXCELLENT_NAME,Превосходный усиленный гарпун,Превосходный усиленный гарпун
IRONMECH_5_CROSSBOW_REINFORCED_EXCELLENT_DESCRIPTION,{{damage}} урона/nШанс крита {{critical_chance}}%,{{damage}} урона/nШанс крита {{critical_chance}}%
IRONMECH_5_CROSSBOW_REINFORCED_MYTHICAL_NAME,Мифический усиленный гарпун,Мифический усиленный гарпун
IRONMECH_5_CROSSBOW_REINFORCED_MYTHICAL_DESCRIPTION,{{damage}} урона/nШанс крита {{critical_chance}}%,{{damage}} урона/nШанс крита {{critical_chance}}%
IRONMECH_5_CROSSBOW_REINFORCED_MAGNIFICENT_NAME,Великолепный усиленный гарпун,Великолепный усиленный гарпун
IRONMECH_5_CROSSBOW_REINFORCED_MAGNIFICENT_DESCRIPTION,{{damage}} урона/nШанс крита {{critical_chance}}%,{{damage}} урона/nШанс крита {{critical_chance}}%
IRONMECH_4_SAWAXESIMPLE_ACID_NAME,Кислотная пила-топор,Кислотная пила-топор
IRONMECH_4_SAWAXESIMPLE_ACID_DESCRIPTION,{{acid_effect_chance}}% шанс отравить противника. /nНаносит {{damage}} урона кислотой/nШанс крита {{critical_chance}}%,{{acid_effect_chance}}% шанс отравить противника. /nНаносит {{damage}} урона кислотой/nШанс крита {{critical_chance}}%
IRONMECH_4_SAWAXESIMPLE_ACID_UNCOMMON_NAME,Улучшенная кислотная пила-топор,Улучшенная кислотная пила-топор
IRONMECH_4_SAWAXESIMPLE_ACID_UNCOMMON_DESCRIPTION,{{acid_effect_chance}}% шанс отравить противника. /nНаносит {{damage}} урона кислотой/nШанс крита {{critical_chance}}%,{{acid_effect_chance}}% шанс отравить противника. /nНаносит {{damage}} урона кислотой/nШанс крита {{critical_chance}}%
IRONMECH_4_SAWAXESIMPLE_ACID_EXCELLENT_NAME,Превосходный кислотная пила-топор,Превосходный кислотная пила-топор
IRONMECH_4_SAWAXESIMPLE_ACID_EXCELLENT_DESCRIPTION,{{acid_effect_chance}}% шанс отравить противника. /nНаносит {{damage}} урона кислотой/nШанс крита {{critical_chance}}%,{{acid_effect_chance}}% шанс отравить противника. /nНаносит {{damage}} урона кислотой/nШанс крита {{critical_chance}}%
IRONMECH_4_SAWAXESIMPLE_ACID_MYTHICAL_NAME,Мифический кислотная пила-топор,Мифический кислотная пила-топор
IRONMECH_4_SAWAXESIMPLE_ACID_MYTHICAL_DESCRIPTION,{{acid_effect_chance}}% шанс отравить противника. /nНаносит {{damage}} урона кислотой/nШанс крита {{critical_chance}}%,{{acid_effect_chance}}% шанс отравить противника. /nНаносит {{damage}} урона кислотой/nШанс крита {{critical_chance}}%
IRONMECH_4_SAWAXESIMPLE_ACID_MAGNIFICENT_NAME,Великолепный кислотная пила-топор,Великолепный кислотная пила-топор
IRONMECH_4_SAWAXESIMPLE_ACID_MAGNIFICENT_DESCRIPTION,{{acid_effect_chance}}% шанс отравить противника. /nНаносит {{damage}} урона кислотой/nШанс крита {{critical_chance}}%,{{acid_effect_chance}}% шанс отравить противника. /nНаносит {{damage}} урона кислотой/nШанс крита {{critical_chance}}%
IRONMECH_2_MOLOT_ELECTRIC_NAME,Электрический Поршневой молот,Электрический Поршневой молот
IRONMECH_2_MOLOT_ELECTRIC_DESCRIPTION,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%
IRONMECH_2_MOLOT_ELECTRIC_UNCOMMON_NAME,Улучшенный эелектрический поршневой молот,Улучшенный эелектрический поршневой молот
IRONMECH_2_MOLOT_ELECTRIC_UNCOMMON_DESCRIPTION,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%
IRONMECH_2_MOLOT_ELECTRIC_EXCELLENT_NAME,Превосходный эелектрический поршневой молот,Превосходный эелектрический поршневой молот
IRONMECH_2_MOLOT_ELECTRIC_EXCELLENT_DESCRIPTION,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%
IRONMECH_2_MOLOT_ELECTRIC_MYTHICAL_NAME,Мифический эелектрический поршневой молот,Мифический эелектрический поршневой молот
IRONMECH_2_MOLOT_ELECTRIC_MYTHICAL_DESCRIPTION,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%
IRONMECH_2_MOLOT_ELECTRIC_MAGNIFICENT_NAME,Великолепный эелектрический поршневой молот,Великолепный эелектрический поршневой молот
IRONMECH_2_MOLOT_ELECTRIC_MAGNIFICENT_DESCRIPTION,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%
IRONMECH_3_MOLOT_FIRE_NAME,Огненный поршневой молот,Огненный поршневой молот
IRONMECH_3_MOLOT_FIRE_DESCRIPTION,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%
IRONMECH_3_MOLOT_FIRE_UNCOMMON_NAME,Улучшенный огненный поршневой молот,Улучшенный огненный поршневой молот
IRONMECH_3_MOLOT_FIRE_UNCOMMON_DESCRIPTION,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%
IRONMECH_3_MOLOT_FIRE_EXCELLENT_NAME,Превосходный огненный поршневой молот,Превосходный огненный поршневой молот
IRONMECH_3_MOLOT_FIRE_EXCELLENT_DESCRIPTION,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%
IRONMECH_3_MOLOT_FIRE_MYTHICAL_NAME,Мифический огненный поршневой молот,Мифический огненный поршневой молот
IRONMECH_3_MOLOT_FIRE_MYTHICAL_DESCRIPTION,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%
IRONMECH_3_MOLOT_FIRE_MAGNIFICENT_NAME,Великолепный огненный поршневой молот,Великолепный огненный поршневой молот
IRONMECH_3_MOLOT_FIRE_MAGNIFICENT_DESCRIPTION,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%
IRONMECH_4_MOLOT_COLD_NAME,Поршневой молот мороза,Поршневой молот мороза
IRONMECH_4_MOLOT_COLD_DESCRIPTION,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%
IRONMECH_4_MOLOT_COLD_UNCOMMON_NAME,Улучшенный поршневой молот мороза,Улучшенный поршневой молот мороза
IRONMECH_4_MOLOT_COLD_UNCOMMON_DESCRIPTION,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%
IRONMECH_4_MOLOT_COLD_EXCELLENT_NAME,Превосходный поршневой молот мороза,Превосходный поршневой молот мороза
IRONMECH_4_MOLOT_COLD_EXCELLENT_DESCRIPTION,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%
IRONMECH_4_MOLOT_COLD_MYTHICAL_NAME,Мифический поршневой молот мороза,Мифический поршневой молот мороза
IRONMECH_4_MOLOT_COLD_MYTHICAL_DESCRIPTION,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%
IRONMECH_4_MOLOT_COLD_MAGNIFICENT_NAME,Великолепный поршневой молот мороза,Великолепный поршневой молот мороза
IRONMECH_4_MOLOT_COLD_MAGNIFICENT_DESCRIPTION,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%
IRONMECH_5_MOLOT_ACID_NAME,Поршневой молот кислоты,Поршневой молот кислоты
IRONMECH_5_MOLOT_ACID_DESCRIPTION,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%
IRONMECH_5_MOLOT_ACID_UNCOMMON_NAME,Улучшенный поршневой молот кислоты,Улучшенный поршневой молот кислоты
IRONMECH_5_MOLOT_ACID_UNCOMMON_DESCRIPTION,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%
IRONMECH_5_MOLOT_ACID_EXCELLENT_NAME,Превосходный поршневой молот кислоты,Превосходный поршневой молот кислоты
IRONMECH_5_MOLOT_ACID_EXCELLENT_DESCRIPTION,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%
IRONMECH_5_MOLOT_ACID_MYTHICAL_NAME,Мифический поршневой молот кислоты,Мифический поршневой молот кислоты
IRONMECH_5_MOLOT_ACID_MYTHICAL_DESCRIPTION,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%
IRONMECH_5_MOLOT_ACID_MAGNIFICENT_NAME,Великолепный поршневой молот кислоты,Великолепный поршневой молот кислоты
IRONMECH_5_MOLOT_ACID_MAGNIFICENT_DESCRIPTION,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%,{{damage}} урона. Есть {{stun_chance}}% шанс оглушить противника. Сильная атака 60% оглушает врага./nШанс крита {{critical_chance}}%
STONEMECH_1_KORTECH_NAME,Картечница,Картечница
STONEMECH_1_KORTECH_DESCRIPTION,Наносит {{damage}} урона/nШанс крита {{critical_chance}}%,Наносит {{damage}} урона/nШанс крита {{critical_chance}}%
STONEMECH_1_KORTECH_UNCOMMON_NAME,Улучшенная картечница,Улучшенная картечница
STONEMECH_1_KORTECH_UNCOMMON_DESCRIPTION,Наносит {{damage}} урона/nШанс крита {{critical_chance}}%,Наносит {{damage}} урона/nШанс крита {{critical_chance}}%
STONEMECH_1_KORTECH_EXCELLENT_NAME,Превосходная картечница,Превосходная картечница
STONEMECH_1_KORTECH_EXCELLENT_DESCRIPTION,Наносит {{damage}} урона/nШанс крита {{critical_chance}}%,Наносит {{damage}} урона/nШанс крита {{critical_chance}}%
STONEMECH_1_KORTECH_MYTHICAL_NAME,Мифическая картечница,Мифическая картечница
STONEMECH_1_KORTECH_MYTHICAL_DESCRIPTION,Наносит {{damage}} урона/nШанс крита {{critical_chance}}%,Наносит {{damage}} урона/nШанс крита {{critical_chance}}%
STONEMECH_1_KORTECH_MAGNIFICENT_NAME,Великолепная картечница,Великолепная картечница
STONEMECH_1_KORTECH_MAGNIFICENT_DESCRIPTION,Наносит {{damage}} урона/nШанс крита {{critical_chance}}%,Наносит {{damage}} урона/nШанс крита {{critical_chance}}%
STONEMECH_2_KORTECH_ELECTRIC_NAME,Электро-Картечница,Электро-Картечница
STONEMECH_2_KORTECH_ELECTRIC_DESCRIPTION,Наносит электрического {{damage}} урона/nШанс крита {{critical_chance}}%,Наносит электрического {{damage}} урона/nШанс крита {{critical_chance}}%
STONEMECH_2_KORTECH_ELECTRIC_UNCOMMON_NAME,Улучшенная электро-Картечница,Улучшенная электро-Картечница
